filename,source_scene,bounds,crs,center_lat,center_lon,date_time
Hard_Negative_S2A_MSIL2A_20210720T074621_R135_T38TPQ_20210720T203908_44.89_46.34_image_l2a.tif,S2A_MSIL2A_20210720T074621_R135_T38TPQ_20210720T203908,"BoundingBox(left=603585.0, bottom=4969235.0, right=608675.0, top=4974325.0)",32638,44.89153035452978,46.34404474954121,20210720T074621
Hard_Negative_S2A_MSIL2A_20180102T102421_R065_T31REP_20201014T024640_30.23_3.29_image_l2a.tif,S2A_MSIL2A_20180102T102421_R065_T31REP_20201014T024640,"BoundingBox(left=525475.0, bottom=3342255.0, right=530565.0, top=3347345.0)",32631,30.234441650557244,3.2912126439848213,20180102T102421
Hard_Negative_S2A_MSIL2A_20220612T041601_R090_T47TNG_20220612T234920_41.93_100.04_image_l2a.tif,S2A_MSIL2A_20220612T041601_R090_T47TNG_20220612T234920,"BoundingBox(left=583975.0, bottom=4639655.0, right=589065.0, top=4644745.0)",32647,41.92701725290947,100.04351841410346,20220612T041601
Hard_Negative_S2B_MSIL2A_20211208T233809_R087_T57KWT_20230130T201204_-20.73_159.19_image_l2a.tif,S2B_MSIL2A_20211208T233809_R087_T57KWT_20230130T201204,"BoundingBox(left=517255.0, bottom=7704775.0, right=522345.0, top=7709865.0)",32757,-20.733629772849255,159.19018308907215,20211208T233809
Hard_Negative_S2A_MSIL2A_20221031T140711_R110_T19GFQ_20221101T013605_-41.10_-67.05_image_l2a.tif,S2A_MSIL2A_20221031T140711_R110_T19GFQ_20221101T013605,"BoundingBox(left=660815.0, bottom=5445375.0, right=665905.0, top=5450465.0)",32719,-41.10358388245318,-67.05457778813535,20221031T140711
Hard_Negative_S2A_MSIL2A_20220124T071201_R106_T39QUA_20220124T194319_18.61_49.37_image_l2a.tif,S2A_MSIL2A_20220124T071201_R106_T39QUA_20220124T194319,"BoundingBox(left=325595.0, bottom=2055985.0, right=330685.0, top=2061075.0)",32639,18.61067181998341,49.37104831210614,20220124T071201
Hard_Negative_S2B_MSIL2A_20180526T143009_R053_T20LNK_20201012T144011_-13.66_-62.72_image_l2a.tif,S2B_MSIL2A_20180526T143009_R053_T20LNK_20201012T144011,"BoundingBox(left=528235.0, bottom=8487335.0, right=533325.0, top=8492425.0)",32720,-13.65979482164999,-62.71538812338282,20180526T143009
Hard_Negative_S2B_MSIL2A_20220222T082839_R021_T35QQA_20220228T125834_18.69_29.28_image_l2a.tif,S2B_MSIL2A_20220222T082839_R021_T35QQA_20220228T125834,"BoundingBox(left=738415.0, bottom=2065455.0, right=743505.0, top=2070545.0)",32635,18.689391049795155,29.284720586175403,20220222T082839
Hard_Negative_S2A_MSIL2A_20211105T085141_R107_T35RML_20211105T185442_27.56_26.91_image_l2a.tif,S2A_MSIL2A_20211105T085141_R107_T35RML_20211105T185442,"BoundingBox(left=488875.0, bottom=3045555.0, right=493965.0, top=3050645.0)",32635,27.556694450023368,26.913083892520042,20211105T085141
Hard_Negative_S2A_MSIL2A_20230722T182921_R027_T11TQN_20241018T064432_47.36_-114.09_image_l2a.tif,S2A_MSIL2A_20230722T182921_R027_T11TQN_20241018T064432,"BoundingBox(left=717335.0, bottom=5247255.0, right=722425.0, top=5252345.0)",32611,47.364643509044704,-114.0878271471565,20230722T182921
Hard_Negative_S2A_MSIL2A_20210610T012721_R131_T52KGF_20210611T052046_-17.85_131.26_image_l2a.tif,S2A_MSIL2A_20210610T012721_R131_T52KGF_20210611T052046,"BoundingBox(left=737405.0, bottom=8022495.0, right=742495.0, top=8027585.0)",32752,-17.849239373697976,131.26422129893265,20210610T012721
Hard_Negative_S2A_MSIL2A_20220412T113321_R080_T28RFT_20220413T095403_29.27_-13.33_image_l2a.tif,S2A_MSIL2A_20220412T113321_R080_T28RFT_20220413T095403,"BoundingBox(left=659315.0, bottom=3237055.0, right=664405.0, top=3242145.0)",32628,29.274953516624244,-13.333880720860625,20220412T113321
Hard_Negative_S2A_MSIL2A_20200210T010721_R045_T53KPR_20201001T134156_-22.36_136.35_image_l2a.tif,S2A_MSIL2A_20200210T010721_R045_T53KPR_20201001T134156,"BoundingBox(left=636885.0, bottom=7524175.0, right=641975.0, top=7529265.0)",32753,-22.359802489980808,136.35414966832215,20200210T010721
Hard_Negative_S2B_MSIL2A_20230211T044929_R076_T45QVD_20230211T191538_21.38_86.45_image_l2a.tif,S2B_MSIL2A_20230211T044929_R076_T45QVD_20230211T191538,"BoundingBox(left=440685.0, bottom=2361975.0, right=445775.0, top=2367065.0)",32645,21.381957665140156,86.45235768581966,20230211T044929
Hard_Negative_S2B_MSIL2A_20200928T074709_R135_T39VWD_20201001T003605_57.67_51.13_image_l2a.tif,S2B_MSIL2A_20200928T074709_R135_T39VWD_20201001T003605,"BoundingBox(left=505335.0, bottom=6389535.0, right=510425.0, top=6394625.0)",32639,57.670901171753314,51.13212968836811,20200928T074709
Hard_Negative_S2A_MSIL2A_20230720T074621_R135_T36MVA_20241010T100523_-3.94_32.82_image_l2a.tif,S2A_MSIL2A_20230720T074621_R135_T36MVA_20241010T100523,"BoundingBox(left=477055.0, bottom=9562115.0, right=482145.0, top=9567205.0)",32736,-3.938574684468532,32.81623893444494,20230720T074621
Hard_Negative_S2A_MSIL2A_20200831T073621_R092_T36LXP_20200919T052643_-10.53_34.09_image_l2a.tif,S2A_MSIL2A_20200831T073621_R092_T36LXP_20200919T052643,"BoundingBox(left=617005.0, bottom=8832955.0, right=622095.0, top=8838045.0)",32736,-10.53252732361771,34.092594845449156,20200831T073621
Hard_Negative_S2A_MSIL2A_20230527T233821_R087_T57KWS_20240904T201816_-21.41_159.55_image_l2a.tif,S2A_MSIL2A_20230527T233821_R087_T57KWS_20240904T201816,"BoundingBox(left=554315.0, bottom=7630335.0, right=559405.0, top=7635425.0)",32757,-21.40544533783973,159.54859808396523,20230527T233821
Hard_Negative_S2B_MSIL2A_20220328T080609_R078_T36PXC_20240601T085404_15.93_34.41_image_l2a.tif,S2B_MSIL2A_20220328T080609_R078_T36PXC_20240601T085404,"BoundingBox(left=648475.0, bottom=1759655.0, right=653565.0, top=1764745.0)",32636,15.934492375935339,34.410935003977116,20220328T080609
Hard_Negative_S2A_MSIL2A_20220808T072631_R049_T38RNR_20240716T030044_27.90_45.64_image_l2a.tif,S2A_MSIL2A_20220808T072631_R049_T38RNR_20240716T030044,"BoundingBox(left=560895.0, bottom=3083555.0, right=565985.0, top=3088645.0)",32638,27.898265076890887,45.64461685378865,20220808T072631
Hard_Negative_S2B_MSIL2A_20211010T105859_R094_T29QNB_20211010T213311_19.43_-8.19_image_l2a.tif,S2B_MSIL2A_20211010T105859_R094_T29QNB_20211010T213311,"BoundingBox(left=582695.0, bottom=2146555.0, right=587785.0, top=2151645.0)",32629,19.434443970119908,-8.188005238474688,20211010T105859
Hard_Negative_S2A_MSIL2A_20220316T015621_R117_T51JTH_20240601T203805_-29.62_120.67_image_l2a.tif,S2A_MSIL2A_20220316T015621_R117_T51JTH_20240601T203805,"BoundingBox(left=271735.0, bottom=6717995.0, right=276825.0, top=6723085.0)",32751,-29.624598535458894,120.66871480823082,20220316T015621
Hard_Negative_S2A_MSIL2A_20220528T082611_R021_T34KBV_20220529T070448_-23.02_19.04_image_l2a.tif,S2A_MSIL2A_20220528T082611_R021_T34KBV_20220529T070448,"BoundingBox(left=296915.0, bottom=7450315.0, right=302005.0, top=7455405.0)",32734,-23.020600439899113,19.04312412241361,20220528T082611
Hard_Negative_S2B_MSIL2A_20180613T135109_R024_T22MDC_20201027T001340_-2.53_-51.08_image_l2a.tif,S2B_MSIL2A_20180613T135109_R024_T22MDC_20201027T001340,"BoundingBox(left=489075.0, bottom=9718355.0, right=494165.0, top=9723445.0)",32722,-2.5250864510253734,-51.07538202982653,20180613T135109
Hard_Negative_S2B_MSIL2A_20220819T060639_R134_T44VMP_20240703T225603_61.33_80.72_image_l2a.tif,S2B_MSIL2A_20220819T060639_R134_T44VMP_20240703T225603,"BoundingBox(left=482375.0, bottom=6796625.0, right=487465.0, top=6801715.0)",32644,61.326331821810314,80.71825399647639,20220819T060639
Hard_Negative_S2B_MSIL2A_20220827T070619_R106_T39RUH_20240708T105622_25.16_49.48_image_l2a.tif,S2B_MSIL2A_20220827T070619_R106_T39RUH_20240708T105622,"BoundingBox(left=343995.0, bottom=2780895.0, right=349085.0, top=2785985.0)",32639,25.159171497959044,49.47737745614662,20220827T070619
Hard_Negative_S2A_MSIL2A_20220709T154951_R054_T18TXP_20220712T004337_43.33_-73.04_image_l2a.tif,S2A_MSIL2A_20220709T154951_R054_T18TXP_20220712T004337,"BoundingBox(left=656385.0, bottom=4797295.0, right=661475.0, top=4802385.0)",32618,43.33460492937324,-73.03947744998732,20220709T154951
Hard_Negative_S2A_MSIL2A_20221027T105141_R051_T30RWS_20240802T072159_28.76_-2.83_image_l2a.tif,S2A_MSIL2A_20221027T105141_R051_T30RWS_20240802T072159,"BoundingBox(left=513715.0, bottom=3178505.0, right=518805.0, top=3183595.0)",32630,28.756770427053382,-2.8334422570309448,20221027T105141
Hard_Negative_S2A_MSIL2A_20211206T050201_R119_T44PMR_20211206T171311_9.75_80.31_image_l2a.tif,S2A_MSIL2A_20211206T050201_R119_T44PMR_20211206T171311,"BoundingBox(left=421355.0, bottom=1075535.0, right=426445.0, top=1080625.0)",32644,9.75208078854148,80.30616246809679,20211206T050201
Hard_Negative_S2B_MSIL2A_20220611T103629_R008_T30QVE_20220612T075820_17.61_-3.49_image_l2a.tif,S2B_MSIL2A_20220611T103629_R008_T30QVE_20220612T075820,"BoundingBox(left=445535.0, bottom=1944725.0, right=450625.0, top=1949815.0)",32630,17.6114863514517,-3.4893846174571665,20220611T103629
Hard_Negative_S2A_MSIL2A_20200206T161431_R140_T16PCC_20201001T015528_16.07_-88.46_image_l2a.tif,S2A_MSIL2A_20200206T161431_R140_T16PCC_20201001T015528,"BoundingBox(left=341705.0, bottom=1775125.0, right=346795.0, top=1780215.0)",32616,16.074008516794066,-88.45612850329877,20200206T161431
Hard_Negative_S2B_MSIL2A_20211113T090129_R007_T34QFH_20211113T195220_19.88_22.45_image_l2a.tif,S2B_MSIL2A_20211113T090129_R007_T34QFH_20211113T195220,"BoundingBox(left=649435.0, bottom=2196455.0, right=654525.0, top=2201545.0)",32634,19.881290385359883,22.451689131316922,20211113T090129
Hard_Negative_S2A_MSIL2A_20220102T095411_R079_T32RQT_20220103T063444_29.29_11.57_image_l2a.tif,S2A_MSIL2A_20220102T095411_R079_T32RQT_20220103T063444,"BoundingBox(left=747495.0, bottom=3240055.0, right=752585.0, top=3245145.0)",32632,29.287611493672543,11.573857433404065,20220102T095411
Hard_Negative_S2A_MSIL2A_20180109T101401_R022_T31PDS_20201014T042325_14.92_2.97_image_l2a.tif,S2A_MSIL2A_20180109T101401_R022_T31PDS_20201014T042325,"BoundingBox(left=494335.0, bottom=1647175.0, right=499425.0, top=1652265.0)",32631,14.922187898712714,2.970986708831499,20180109T101401
Hard_Negative_S2B_MSIL2A_20221015T073859_R092_T37QGD_20240801T233022_21.32_41.15_image_l2a.tif,S2B_MSIL2A_20221015T073859_R092_T37QGD_20240801T233022,"BoundingBox(left=720115.0, bottom=2356735.0, right=725205.0, top=2361825.0)",32637,21.32179891611524,41.14669545878421,20221015T073859
Hard_Negative_S2A_MSIL2A_20211210T112451_R037_T28QGM_20211210T211807_23.81_-12.95_image_l2a.tif,S2A_MSIL2A_20211210T112451_R037_T28QGM_20211210T211807,"BoundingBox(left=706495.0, bottom=2632615.0, right=711585.0, top=2637705.0)",32628,23.81412593528995,-12.947996812409272,20211210T112451
Hard_Negative_S2A_MSIL2A_20210801T221941_R029_T60KYF_20210802T104249_-17.75_179.12_image_l2a.tif,S2A_MSIL2A_20210801T221941_R029_T60KYF_20210802T104249,"BoundingBox(left=722335.0, bottom=8033455.0, right=727425.0, top=8038545.0)",32760,-17.75183996702643,179.12092112331555,20210801T221941
Hard_Negative_S2B_MSIL2A_20180106T010719_R045_T53JMM_20201014T034342_-25.68_134.03_image_l2a.tif,S2B_MSIL2A_20180106T010719_R045_T53JMM_20201014T034342,"BoundingBox(left=400065.0, bottom=7156615.0, right=405155.0, top=7161705.0)",32753,-25.682127895625612,134.02947717834118,20180106T010719
Hard_Negative_S2B_MSIL2A_20220712T082609_R021_T35PNS_20220713T192649_15.10_27.74_image_l2a.tif,S2B_MSIL2A_20220712T082609_R021_T35PNS_20220713T192649,"BoundingBox(left=576635.0, bottom=1667035.0, right=581725.0, top=1672125.0)",32635,15.100549215274613,27.73683730410172,20220712T082609
Hard_Negative_S2A_MSIL2A_20230617T105621_R094_T30SVB_20241003T031131_33.04_-3.73_image_l2a.tif,S2A_MSIL2A_20230617T105621_R094_T30SVB_20241003T031131,"BoundingBox(left=429035.0, bottom=3653555.0, right=434125.0, top=3658645.0)",32630,33.041260682176926,-3.732764203040154,20230617T105621
Hard_Negative_S2A_MSIL2A_20220718T075621_R035_T37SER_20220718T205021_31.65_39.99_image_l2a.tif,S2A_MSIL2A_20220718T075621_R035_T37SER_20220718T205021,"BoundingBox(left=591635.0, bottom=3499905.0, right=596725.0, top=3504995.0)",32637,31.653422525389075,39.99335062875301,20220718T075621
Hard_Negative_S2A_MSIL2A_20211208T090351_R007_T34RGP_20211209T020727_25.94_23.04_image_l2a.tif,S2A_MSIL2A_20211208T090351_R007_T34RGP_20211209T020727,"BoundingBox(left=701305.0, bottom=2868505.0, right=706395.0, top=2873595.0)",32634,25.943844985501613,23.035689702972856,20211208T090351
Hard_Negative_S2B_MSIL2A_20220530T134209_R124_T22LCJ_20240613T162422_-15.38_-51.96_image_l2a.tif,S2B_MSIL2A_20220530T134209_R124_T22LCJ_20240613T162422,"BoundingBox(left=394165.0, bottom=8296515.0, right=399255.0, top=8301605.0)",32722,-15.383194506638395,-51.96246939270365,20220530T134209
Hard_Negative_S2A_MSIL2A_20211222T084351_R064_T35QND_20211223T112331_20.98_27.91_image_l2a.tif,S2A_MSIL2A_20211222T084351_R064_T35QND_20211223T112331,"BoundingBox(left=591885.0, bottom=2317515.0, right=596975.0, top=2322605.0)",32635,20.978713310748326,27.90844920937628,20211222T084351
Hard_Negative_S2A_MSIL2A_20210610T074611_R135_T35KQQ_20210623T112841_-23.00_29.58_image_l2a.tif,S2A_MSIL2A_20210610T074611_R135_T35KQQ_20210623T112841,"BoundingBox(left=761935.0, bottom=7451855.0, right=767025.0, top=7456945.0)",32735,-22.997763553433302,29.580109381319655,20210610T074611
Hard_Negative_S2B_MSIL2A_20210815T021609_R003_T50MNV_20210815T112821_-5.08_117.03_image_l2a.tif,S2B_MSIL2A_20210815T021609_R003_T50MNV_20210815T112821,"BoundingBox(left=500435.0, bottom=9435795.0, right=505525.0, top=9440885.0)",32750,-5.081379666207294,117.02688628099118,20210815T021609
Hard_Negative_S2A_MSIL2A_20230511T160821_R140_T17TNJ_20230512T022031_43.36_-80.08_image_l2a.tif,S2A_MSIL2A_20230511T160821_R140_T17TNJ_20230512T022031,"BoundingBox(left=572015.0, bottom=4798395.0, right=577105.0, top=4803485.0)",32617,43.357614289788,-80.07988348474814,20230511T160821
Hard_Negative_S2A_MSIL2A_20211121T142731_R053_T19HCS_20211121T232646_-38.91_-71.13_image_l2a.tif,S2A_MSIL2A_20211121T142731_R053_T19HCS_20211121T232646,"BoundingBox(left=312675.0, bottom=5688575.0, right=317765.0, top=5693665.0)",32719,-38.90938210331674,-71.13111037625377,20211121T142731
Hard_Negative_S2A_MSIL2A_20200612T105631_R094_T32WNT_20200827T021800_64.88_10.92_image_l2a.tif,S2A_MSIL2A_20200612T105631_R094_T32WNT_20200827T021800,"BoundingBox(left=588455.0, bottom=7194035.0, right=593545.0, top=7199125.0)",32632,64.88104389660143,10.9214750633409,20200612T105631
Hard_Negative_S2B_MSIL2A_20190914T024549_R132_T49MCV_20201004T130617_-0.84_109.78_image_l2a.tif,S2B_MSIL2A_20190914T024549_R132_T49MCV_20201004T130617,"BoundingBox(left=361145.0, bottom=9904335.0, right=366235.0, top=9909425.0)",32749,-0.8422915446545157,109.77497874794435,20190914T024549
Hard_Negative_S2B_MSIL2A_20180810T144729_R139_T19LDG_20201011T000046_-11.84_-69.14_image_l2a.tif,S2B_MSIL2A_20180810T144729_R139_T19LDG_20201011T000046,"BoundingBox(left=482515.0, bottom=8688995.0, right=487605.0, top=8694085.0)",32719,-11.836337172189602,-69.137161286236,20180810T144729
Hard_Negative_S2A_MSIL2A_20211211T010731_R045_T53JLG_20211211T191322_-30.35_133.37_image_l2a.tif,S2A_MSIL2A_20211211T010731_R045_T53JLG_20211211T191322,"BoundingBox(left=341095.0, bottom=6638715.0, right=346185.0, top=6643805.0)",32753,-30.350439295050705,133.37316517725324,20211211T010731
Hard_Negative_S2A_MSIL2A_20210817T052651_R105_T43RGN_20210817T151420_29.41_77.76_image_l2a.tif,S2A_MSIL2A_20210817T052651_R105_T43RGN_20210817T151420,"BoundingBox(left=764975.0, bottom=3254485.0, right=770065.0, top=3259575.0)",32643,29.414111656950137,77.75712829078938,20210817T052651
Hard_Negative_S2A_MSIL2A_20220629T090611_R050_T34REQ_20240630T082504_26.87_21.31_image_l2a.tif,S2A_MSIL2A_20220629T090611_R050_T34REQ_20240630T082504,"BoundingBox(left=527835.0, bottom=2970005.0, right=532925.0, top=2975095.0)",32634,26.874301391100154,21.30586809132201,20220629T090611
Hard_Negative_S2A_MSIL2A_20220902T081621_R121_T34KGV_20220902T194736_-23.02_23.32_image_l2a.tif,S2A_MSIL2A_20220902T081621_R121_T34KGV_20220902T194736,"BoundingBox(left=735575.0, bottom=7449915.0, right=740665.0, top=7455005.0)",32734,-23.01925379545112,23.323429482218465,20220902T081621
Hard_Negative_S2A_MSIL2A_20230718T140711_R110_T21MVN_20241017T204323_-6.65_-57.67_image_l2a.tif,S2A_MSIL2A_20230718T140711_R110_T21MVN_20241017T204323,"BoundingBox(left=423885.0, bottom=9262795.0, right=428975.0, top=9267885.0)",32721,-6.645953075285746,-57.66558442173711,20230718T140711
Hard_Negative_S2A_MSIL2A_20230429T184921_R113_T11TMN_20240902T091258_47.15_-118.01_image_l2a.tif,S2A_MSIL2A_20230429T184921_R113_T11TMN_20240902T091258,"BoundingBox(left=421095.0, bottom=5220215.0, right=426185.0, top=5225305.0)",32611,47.15390562594576,-118.00731332404743,20230429T184921
Hard_Negative_S2B_MSIL2A_20220405T040539_R047_T46QGG_20240604T213055_19.74_95.10_image_l2a.tif,S2B_MSIL2A_20220405T040539_R047_T46QGG_20240604T213055,"BoundingBox(left=717615.0, bottom=2181655.0, right=722705.0, top=2186745.0)",32646,19.741138040107984,95.10089897818358,20220405T040539
Hard_Negative_S2A_MSIL2A_20211124T074241_R092_T38RLR_20211124T165523_27.63_43.49_image_l2a.tif,S2A_MSIL2A_20211124T074241_R092_T38RLR_20211124T165523,"BoundingBox(left=348675.0, bottom=3054795.0, right=353765.0, top=3059885.0)",32638,27.631940019014444,43.49200424296848,20211124T074241
Hard_Negative_S2B_MSIL2A_20200828T163839_R126_T18WWA_20200907T114818_67.78_-73.63_image_l2a.tif,S2B_MSIL2A_20200828T163839_R126_T18WWA_20200907T114818,"BoundingBox(left=555415.0, bottom=7516065.0, right=560505.0, top=7521155.0)",32618,67.77667386943264,-73.6266279558616,20200828T163839
